,Date,Region,Community,Turbidity(NTU),Ecoli_Count(CFU/100ml),Nitrate(mg/L),pH,Cholera_Cases,Typhoid_Cases,Diarrhea_Cases,Total_Waterborne_Cases,Risk_Level,Year,Month,Quarter,Time_Since_Start,Season
8351,2019-04-19,Dryland,Garissa,7.09,126,17.12,6.94,6.0,5.0,7.0,18.0,High,2019,4,2,108,Rainy
8352,2019-04-23,Dryland,Garissa,3.57,112,29.55,6.8,10.0,2.0,7.0,19.0,High,2019,4,2,112,Rainy
8353,2019-04-26,Dryland,Garissa,4.12,133,23.9,6.98,9.0,4.0,6.0,19.0,High,2019,4,2,115,Rainy
8354,2019-04-30,Dryland,Garissa,5.07,108,28.7,6.59,5.0,7.0,6.0,18.0,High,2019,4,2,119,Rainy
8355,2019-03-05,Dryland,Garissa,3.53,114,32.7,6.96,5.0,2.0,5.0,12.0,High,2019,3,1,63,Dry
8356,2019-07-05,Dryland,Garissa,5.76,128,33.52,6.89,4.0,8.0,10.0,22.0,High,2019,7,3,185,Rainy
8357,2019-10-05,Dryland,Garissa,7.89,135,26.82,6.02,5.0,10.0,11.0,26.0,High,2019,10,4,277,Rainy
8358,2019-05-14,Dryland,Garissa,3.42,115,26.24,6.49,10.0,3.0,5.0,18.0,High,2019,5,2,133,Rainy
8359,2019-05-17,Dryland,Garissa,6.54,131,28.38,6.46,8.0,8.0,10.0,26.0,High,2019,5,2,136,Rainy
8360,2019-05-21,Dryland,Garissa,6.66,103,33.97,6.71,3.0,3.0,6.0,12.0,High,2019,5,2,140,Rainy
8361,2019-05-24,Dryland,Garissa,5.86,105,28.4,6.84,11.0,4.0,5.0,20.0,High,2019,5,2,143,Rainy
8362,2019-05-28,Dryland,Garissa,7.54,123,16.84,7.21,8.0,3.0,7.0,18.0,High,2019,5,2,147,Rainy
8363,2019-05-31,Dryland,Garissa,5.71,132,23.84,7.14,4.0,6.0,7.0,17.0,High,2019,5,2,150,Rainy
8364,2019-04-06,Dryland,Garissa,6.2,131,34.91,7.01,8.0,10.0,7.0,25.0,High,2019,4,2,95,Rainy
8365,2019-07-06,Dryland,Garissa,4.77,120,34.04,6.7,13.0,6.0,6.0,25.0,High,2019,7,3,186,Rainy
8366,2019-11-06,Dryland,Garissa,8.1,154,18.11,6.53,7.0,4.0,6.0,17.0,High,2019,11,4,309,Dry
8367,2019-06-14,Dryland,Garissa,5.42,135,16.32,7.03,9.0,5.0,8.0,22.0,High,2019,6,2,164,Rainy
8368,2019-06-18,Dryland,Garissa,6.02,98,13.07,6.99,6.0,2.0,3.0,11.0,High,2019,6,2,168,Rainy
8369,2019-06-21,Dryland,Garissa,3.81,128,27.53,6.48,14.0,6.0,3.0,23.0,High,2019,6,2,171,Rainy
8370,2019-06-25,Dryland,Garissa,6.56,123,17.85,6.55,4.0,5.0,2.0,11.0,High,2019,6,2,175,Rainy
8371,2019-06-28,Dryland,Garissa,7.06,143,20.42,7.19,7.0,5.0,6.0,18.0,High,2019,6,2,178,Rainy
8372,2019-02-07,Dryland,Garissa,4.58,86,27.13,6.56,3.0,4.0,2.0,9.0,Medium,2019,2,1,37,Dry
8373,2019-05-07,Dryland,Garissa,5.69,116,20.32,6.28,12.0,2.0,8.0,22.0,High,2019,5,2,126,Rainy
8374,2019-09-07,Dryland,Garissa,1.52,188,18.58,7.02,10.0,3.0,9.0,22.0,High,2019,9,3,249,Rainy
8375,2019-12-07,Dryland,Garissa,3.83,128,26.97,6.63,6.0,4.0,4.0,14.0,High,2019,12,4,340,Dry
8376,2019-07-16,Dryland,Garissa,5.06,106,28.38,6.56,3.0,7.0,8.0,18.0,High,2019,7,3,196,Rainy
8377,2019-07-19,Dryland,Garissa,4.83,118,32.36,7.23,5.0,4.0,6.0,15.0,High,2019,7,3,199,Rainy
8378,2019-07-23,Dryland,Garissa,7.89,119,25.79,6.61,7.0,8.0,6.0,21.0,High,2019,7,3,203,Rainy
8379,2019-07-26,Dryland,Garissa,7.3,104,21.48,7.4,3.0,7.0,2.0,12.0,High,2019,7,3,206,Rainy
8380,2019-07-30,Dryland,Garissa,5.53,115,29.32,6.53,12.0,3.0,5.0,20.0,High,2019,7,3,210,Rainy
8381,2019-02-08,Dryland,Garissa,7.07,91,28.79,6.28,3.0,3.0,5.0,11.0,High,2019,2,1,38,Dry
8382,2019-06-08,Dryland,Garissa,6.2,106,31.25,6.34,7.0,3.0,12.0,22.0,High,2019,6,2,158,Rainy
8383,2019-09-08,Dryland,Garissa,10.35,137,24.37,7.17,10.0,10.0,1.0,21.0,High,2019,9,3,250,Rainy
8384,2019-08-13,Dryland,Garissa,6.91,138,25.92,6.91,3.0,6.0,8.0,17.0,High,2019,8,3,224,Rainy
8385,2019-08-16,Dryland,Garissa,7.21,181,20.57,6.69,12.0,3.0,6.0,21.0,High,2019,8,3,227,Rainy
8386,2019-08-20,Dryland,Garissa,6.4,113,17.71,6.85,8.0,4.0,5.0,17.0,High,2019,8,3,231,Rainy
8387,2019-08-23,Dryland,Garissa,7.13,103,23.66,6.99,4.0,3.0,7.0,14.0,High,2019,8,3,234,Rainy
8388,2019-08-27,Dryland,Garissa,5.15,108,29.21,6.97,7.0,4.0,6.0,17.0,High,2019,8,3,238,Rainy
8389,2019-08-30,Dryland,Garissa,8.67,141,28.54,7.15,6.0,6.0,7.0,19.0,High,2019,8,3,241,Rainy
8390,2019-03-09,Dryland,Garissa,3.33,108,29.07,6.54,7.0,2.0,4.0,13.0,High,2019,3,1,67,Dry
8391,2019-06-09,Dryland,Garissa,5.66,136,20.55,7.17,10.0,3.0,8.0,21.0,High,2019,6,2,159,Rainy
8392,2019-10-09,Dryland,Garissa,5.8,160,20.22,6.35,7.0,9.0,6.0,22.0,High,2019,10,4,281,Rainy
8393,2019-09-13,Dryland,Garissa,3.38,118,19.46,6.32,4.0,3.0,3.0,10.0,High,2019,9,3,255,Rainy
8394,2019-09-17,Dryland,Garissa,10.21,117,28.23,7.09,7.0,6.0,5.0,18.0,High,2019,9,3,259,Rainy
8395,2019-09-20,Dryland,Garissa,5.74,134,27.8,6.97,10.0,3.0,7.0,20.0,High,2019,9,3,262,Rainy
8396,2019-09-24,Dryland,Garissa,6.02,143,25.52,6.97,9.0,8.0,9.0,26.0,High,2019,9,3,266,Rainy
8397,2019-09-27,Dryland,Garissa,7.83,107,26.15,6.44,8.0,3.0,8.0,19.0,High,2019,9,3,269,Rainy
8398,2019-01-10,Dryland,Garissa,7.95,146,29.19,6.95,3.0,1.0,2.0,6.0,Medium,2019,1,1,9,Dry
8399,2019-04-10,Dryland,Garissa,6.72,119,28.09,6.82,11.0,5.0,4.0,20.0,High,2019,4,2,99,Rainy
8400,2019-08-10,Dryland,Garissa,4.81,128,27.03,7.02,6.0,5.0,5.0,16.0,High,2019,8,3,221,Rainy
8401,2019-11-10,Dryland,Garissa,5.73,110,23.88,7.14,4.0,1.0,6.0,11.0,High,2019,11,4,313,Dry
8402,2019-10-15,Dryland,Garissa,6.46,96,26.07,6.88,6.0,0.0,4.0,10.0,High,2019,10,4,287,Rainy
8403,2019-10-18,Dryland,Garissa,6.19,127,29.16,6.27,8.0,5.0,8.0,21.0,High,2019,10,4,290,Rainy
8404,2019-10-22,Dryland,Garissa,4.63,143,24.13,6.99,7.0,5.0,7.0,19.0,High,2019,10,4,294,Rainy
8405,2019-10-25,Dryland,Garissa,5.66,88,26.8,6.9,3.0,3.0,4.0,10.0,High,2019,10,4,297,Rainy
8406,2019-10-29,Dryland,Garissa,6.43,128,17.94,6.29,7.0,8.0,7.0,22.0,High,2019,10,4,301,Rainy
8407,2019-01-11,Dryland,Garissa,6.52,86,17.33,6.85,4.0,4.0,7.0,15.0,High,2019,1,1,10,Dry
8408,2019-05-11,Dryland,Garissa,6.6,139,24.93,6.37,7.0,3.0,4.0,14.0,High,2019,5,2,130,Rainy
8409,2019-08-11,Dryland,Garissa,6.47,109,22.3,7.02,4.0,8.0,10.0,22.0,High,2019,8,3,222,Rainy
8410,2019-12-11,Dryland,Garissa,8.07,108,20.55,6.89,10.0,4.0,7.0,21.0,High,2019,12,4,344,Dry
8411,2019-11-15,Dryland,Garissa,5.78,130,20.57,7.26,8.0,8.0,8.0,24.0,High,2019,11,4,318,Dry
8412,2019-11-19,Dryland,Garissa,6.35,162,25.65,7.28,8.0,11.0,6.0,25.0,High,2019,11,4,322,Dry
8413,2019-11-22,Dryland,Garissa,5.04,103,37.05,6.96,6.0,3.0,4.0,13.0,High,2019,11,4,325,Dry
8414,2019-11-26,Dryland,Garissa,5.7,105,27.51,6.56,9.0,4.0,4.0,17.0,High,2019,11,4,329,Dry
8415,2019-11-29,Dryland,Garissa,7.25,133,15.82,6.36,10.0,2.0,7.0,19.0,High,2019,11,4,332,Dry
8416,2019-03-12,Dryland,Garissa,5.84,127,25.76,6.53,5.0,3.0,8.0,16.0,High,2019,3,1,70,Dry
8417,2019-06-12,Dryland,Garissa,4.86,98,26.94,6.46,9.0,6.0,8.0,23.0,High,2019,6,2,162,Rainy
8418,2019-10-12,Dryland,Garissa,3.23,88,18.07,6.77,3.0,1.0,6.0,10.0,High,2019,10,4,284,Rainy
8419,2019-12-13,Dryland,Garissa,2.48,131,19.91,7.0,8.0,3.0,3.0,14.0,High,2019,12,4,346,Dry
8420,2019-12-17,Dryland,Garissa,6.09,130,26.95,6.8,5.0,5.0,4.0,14.0,High,2019,12,4,350,Dry
8421,2019-12-20,Dryland,Garissa,5.17,138,24.09,6.66,7.0,5.0,9.0,21.0,High,2019,12,4,353,Dry
8422,2019-12-24,Dryland,Garissa,6.47,115,18.25,7.04,12.0,4.0,5.0,21.0,High,2019,12,4,357,Dry
8423,2019-12-27,Dryland,Garissa,4.75,77,27.19,6.72,6.0,3.0,5.0,14.0,High,2019,12,4,360,Dry
8424,2019-12-31,Dryland,Garissa,5.08,133,21.39,7.31,10.0,2.0,3.0,15.0,High,2019,12,4,364,Dry
8425,2020-03-01,Dryland,Garissa,4.67,137,32.5,7.08,9.0,6.0,8.0,23.0,High,2020,3,1,425,Dry
8426,2020-07-01,Dryland,Garissa,4.52,105,25.09,7.07,9.0,5.0,5.0,19.0,High,2020,7,3,547,Rainy
8427,2020-10-01,Dryland,Garissa,8.05,94,24.11,7.29,4.0,3.0,7.0,14.0,High,2020,10,4,639,Rainy
8428,2020-01-14,Dryland,Garissa,6.41,118,29.29,7.0,4.0,4.0,6.0,14.0,High,2020,1,1,378,Dry
8429,2020-01-17,Dryland,Garissa,6.74,129,24.57,6.25,8.0,3.0,16.0,27.0,High,2020,1,1,381,Dry
8430,2020-01-21,Dryland,Garissa,6.14,99,32.2,6.83,7.0,4.0,2.0,13.0,High,2020,1,1,385,Dry
8431,2020-01-24,Dryland,Garissa,3.1,105,22.72,6.79,2.0,3.0,9.0,14.0,High,2020,1,1,388,Dry
8432,2020-01-28,Dryland,Garissa,6.6,133,37.61,7.65,16.0,6.0,8.0,30.0,High,2020,1,1,392,Dry
8433,2020-01-31,Dryland,Garissa,6.99,116,23.43,6.24,5.0,3.0,4.0,12.0,High,2020,1,1,395,Dry
8434,2020-04-02,Dryland,Garissa,6.49,131,21.6,6.5,5.0,5.0,7.0,17.0,High,2020,4,2,457,Rainy
8435,2020-07-02,Dryland,Garissa,5.58,111,35.05,6.66,10.0,4.0,5.0,19.0,High,2020,7,3,548,Rainy
8436,2020-11-02,Dryland,Garissa,8.18,110,23.96,6.84,8.0,4.0,6.0,18.0,High,2020,11,4,671,Dry
8437,2020-02-14,Dryland,Garissa,6.38,116,26.05,6.81,7.0,5.0,1.0,13.0,High,2020,2,1,409,Dry
8438,2020-02-18,Dryland,Garissa,6.72,97,21.34,6.71,8.0,5.0,5.0,18.0,High,2020,2,1,413,Dry
8439,2020-02-21,Dryland,Garissa,7.23,125,23.63,7.19,8.0,5.0,2.0,15.0,High,2020,2,1,416,Dry
8440,2020-02-25,Dryland,Garissa,6.17,109,27.79,6.47,7.0,9.0,2.0,18.0,High,2020,2,1,420,Dry
8441,2020-02-28,Dryland,Garissa,5.21,135,24.03,6.36,5.0,2.0,6.0,13.0,High,2020,2,1,423,Dry
8442,2020-03-03,Dryland,Garissa,6.58,125,20.61,7.08,6.0,3.0,2.0,11.0,High,2020,3,1,427,Dry
8443,2020-06-03,Dryland,Garissa,6.29,131,31.44,6.95,8.0,4.0,6.0,18.0,High,2020,6,2,519,Rainy
8444,2020-10-03,Dryland,Garissa,5.78,146,18.47,6.92,9.0,6.0,7.0,22.0,High,2020,10,4,641,Rainy
8445,2020-03-13,Dryland,Garissa,5.23,124,31.44,7.53,9.0,2.0,11.0,22.0,High,2020,3,1,437,Dry
8446,2020-03-17,Dryland,Garissa,4.52,121,24.61,6.61,5.0,3.0,6.0,14.0,High,2020,3,1,441,Dry
8447,2020-03-20,Dryland,Garissa,4.57,139,33.37,6.86,11.0,8.0,9.0,28.0,High,2020,3,1,444,Dry
8448,2020-03-24,Dryland,Garissa,5.66,122,27.44,6.68,9.0,5.0,11.0,25.0,High,2020,3,1,448,Dry
8449,2020-03-27,Dryland,Garissa,5.3,124,15.3,7.16,9.0,3.0,7.0,19.0,High,2020,3,1,451,Dry
8450,2020-03-31,Dryland,Garissa,6.91,127,16.67,7.02,7.0,7.0,13.0,27.0,High,2020,3,1,455,Dry
8451,2020-03-04,Dryland,Garissa,3.98,106,26.64,7.02,2.0,3.0,9.0,14.0,High,2020,3,1,428,Dry
8452,2020-07-04,Dryland,Garissa,6.54,113,25.63,7.18,5.0,2.0,4.0,11.0,High,2020,7,3,550,Rainy
8453,2020-10-04,Dryland,Garissa,6.44,122,24.97,6.82,9.0,4.0,5.0,18.0,High,2020,10,4,642,Rainy
8454,2020-04-14,Dryland,Garissa,6.32,71,23.82,6.75,4.0,4.0,6.0,14.0,High,2020,4,2,469,Rainy
8455,2020-04-17,Dryland,Garissa,4.79,128,28.19,7.14,6.0,4.0,1.0,11.0,High,2020,4,2,472,Rainy
8456,2020-04-21,Dryland,Garissa,7.35,123,24.15,7.81,7.0,2.0,4.0,13.0,High,2020,4,2,476,Rainy
8457,2020-04-24,Dryland,Garissa,6.25,104,32.45,7.07,7.0,3.0,3.0,13.0,High,2020,4,2,479,Rainy
8458,2020-04-28,Dryland,Garissa,2.67,137,22.37,6.19,11.0,7.0,5.0,23.0,High,2020,4,2,483,Rainy
8459,2020-01-05,Dryland,Garissa,3.79,101,25.79,7.3,8.0,5.0,3.0,16.0,High,2020,1,1,369,Dry
8460,2020-05-05,Dryland,Garissa,1.38,148,24.47,6.75,10.0,4.0,5.0,19.0,High,2020,5,2,490,Rainy
8461,2020-08-05,Dryland,Garissa,3.02,112,26.3,7.31,7.0,3.0,2.0,12.0,High,2020,8,3,582,Rainy
8462,2020-12-05,Dryland,Garissa,5.3,140,20.81,7.18,6.0,4.0,7.0,17.0,High,2020,12,4,704,Dry
8463,2020-05-15,Dryland,Garissa,6.95,135,21.94,7.03,8.0,4.0,8.0,20.0,High,2020,5,2,500,Rainy
8464,2020-05-19,Dryland,Garissa,6.37,98,23.62,6.3,8.0,3.0,6.0,17.0,High,2020,5,2,504,Rainy
8465,2020-05-22,Dryland,Garissa,3.7,114,20.24,6.66,5.0,4.0,8.0,17.0,High,2020,5,2,507,Rainy
8466,2020-05-26,Dryland,Garissa,5.0,137,21.73,7.03,11.0,3.0,8.0,22.0,High,2020,5,2,511,Rainy
8467,2020-05-29,Dryland,Garissa,9.48,143,26.17,6.74,6.0,2.0,7.0,15.0,High,2020,5,2,514,Rainy
8468,2020-02-06,Dryland,Garissa,5.37,98,22.09,7.23,13.0,2.0,7.0,22.0,High,2020,2,1,401,Dry
8469,2020-05-06,Dryland,Garissa,8.04,141,30.34,6.92,12.0,5.0,12.0,29.0,High,2020,5,2,491,Rainy
8470,2020-09-06,Dryland,Garissa,7.43,115,29.97,6.97,8.0,4.0,4.0,16.0,High,2020,9,3,614,Rainy
8471,2020-12-06,Dryland,Garissa,5.14,118,22.58,6.8,8.0,3.0,3.0,14.0,High,2020,12,4,705,Dry
8472,2020-06-16,Dryland,Garissa,6.81,139,23.61,6.5,7.0,5.0,8.0,20.0,High,2020,6,2,532,Rainy
8473,2020-06-19,Dryland,Garissa,7.81,111,30.76,7.3,10.0,3.0,9.0,22.0,High,2020,6,2,535,Rainy
8474,2020-06-23,Dryland,Garissa,6.8,140,28.48,6.68,8.0,4.0,4.0,16.0,High,2020,6,2,539,Rainy
8475,2020-06-26,Dryland,Garissa,3.83,134,22.3,7.06,0.0,3.0,5.0,8.0,Medium,2020,6,2,542,Rainy
8476,2020-06-30,Dryland,Garissa,6.3,69,29.34,6.48,3.0,2.0,4.0,9.0,Medium,2020,6,2,546,Rainy
8477,2020-03-07,Dryland,Garissa,5.38,152,29.26,6.91,9.0,5.0,8.0,22.0,High,2020,3,1,431,Dry
8478,2020-07-07,Dryland,Garissa,4.62,147,21.7,6.87,7.0,7.0,10.0,24.0,High,2020,7,3,553,Rainy
8479,2020-10-07,Dryland,Garissa,7.08,118,19.57,7.18,8.0,5.0,4.0,17.0,High,2020,10,4,645,Rainy
8480,2020-07-14,Dryland,Garissa,3.95,122,19.12,6.6,5.0,4.0,3.0,12.0,High,2020,7,3,560,Rainy
8481,2020-07-17,Dryland,Garissa,2.94,155,26.34,6.93,6.0,3.0,10.0,19.0,High,2020,7,3,563,Rainy
8482,2020-07-21,Dryland,Garissa,6.33,116,23.49,6.3,6.0,6.0,4.0,16.0,High,2020,7,3,567,Rainy
8483,2020-07-24,Dryland,Garissa,6.41,148,24.69,6.61,9.0,8.0,11.0,28.0,High,2020,7,3,570,Rainy
8484,2020-07-28,Dryland,Garissa,7.09,152,26.73,6.56,7.0,4.0,8.0,19.0,High,2020,7,3,574,Rainy
8485,2020-07-31,Dryland,Garissa,5.54,99,33.13,6.84,9.0,5.0,4.0,18.0,High,2020,7,3,577,Rainy
8486,2020-04-08,Dryland,Garissa,4.87,112,23.77,7.38,6.0,4.0,3.0,13.0,High,2020,4,2,463,Rainy
8487,2020-07-08,Dryland,Garissa,5.41,153,35.51,7.42,11.0,5.0,7.0,23.0,High,2020,7,3,554,Rainy
8488,2020-11-08,Dryland,Garissa,4.61,126,25.91,7.15,15.0,4.0,4.0,23.0,High,2020,11,4,677,Dry
8489,2020-08-14,Dryland,Garissa,4.74,128,29.62,6.89,11.0,5.0,11.0,27.0,High,2020,8,3,591,Rainy
8490,2020-08-18,Dryland,Garissa,5.96,125,20.95,6.71,6.0,6.0,4.0,16.0,High,2020,8,3,595,Rainy
8491,2020-08-21,Dryland,Garissa,9.13,85,21.29,7.0,6.0,2.0,8.0,16.0,High,2020,8,3,598,Rainy
8492,2020-08-25,Dryland,Garissa,7.06,126,21.18,6.3,9.0,2.0,5.0,16.0,High,2020,8,3,602,Rainy
8493,2020-08-28,Dryland,Garissa,4.15,114,24.38,6.66,5.0,5.0,1.0,11.0,High,2020,8,3,605,Rainy
8494,2020-01-09,Dryland,Garissa,1.27,175,32.21,6.29,5.0,3.0,8.0,16.0,High,2020,1,1,373,Dry
8495,2020-04-09,Dryland,Garissa,4.71,103,20.78,6.58,7.0,4.0,5.0,16.0,High,2020,4,2,464,Rainy
8496,2020-08-09,Dryland,Garissa,6.66,101,21.64,7.4,8.0,6.0,7.0,21.0,High,2020,8,3,586,Rainy
8497,2020-11-09,Dryland,Garissa,6.9,150,28.34,6.13,10.0,4.0,5.0,19.0,High,2020,11,4,678,Dry
8498,2020-09-15,Dryland,Garissa,8.23,108,26.29,7.2,10.0,7.0,3.0,20.0,High,2020,9,3,623,Rainy
8499,2020-09-18,Dryland,Garissa,5.48,113,16.64,6.09,5.0,5.0,6.0,16.0,High,2020,9,3,626,Rainy
8500,2020-09-22,Dryland,Garissa,7.36,143,20.85,6.66,10.0,4.0,8.0,22.0,High,2020,9,3,630,Rainy
8501,2020-09-25,Dryland,Garissa,7.55,138,22.65,6.38,13.0,4.0,3.0,20.0,High,2020,9,3,633,Rainy
8502,2020-09-29,Dryland,Garissa,7.63,130,23.13,6.85,8.0,2.0,5.0,15.0,High,2020,9,3,637,Rainy
8503,2020-02-10,Dryland,Garissa,5.46,139,32.14,7.55,10.0,3.0,7.0,20.0,High,2020,2,1,405,Dry
8504,2020-06-10,Dryland,Garissa,7.46,96,25.89,6.56,7.0,3.0,8.0,18.0,High,2020,6,2,526,Rainy
8505,2020-09-10,Dryland,Garissa,7.74,110,29.59,7.5,12.0,4.0,4.0,20.0,High,2020,9,3,618,Rainy
8506,2020-10-13,Dryland,Garissa,5.63,113,29.32,7.16,4.0,4.0,5.0,13.0,High,2020,10,4,651,Rainy
8507,2020-10-16,Dryland,Garissa,6.11,118,22.47,6.93,9.0,4.0,8.0,21.0,High,2020,10,4,654,Rainy
8508,2020-10-20,Dryland,Garissa,5.06,137,23.54,6.7,6.0,5.0,6.0,17.0,High,2020,10,4,658,Rainy
8509,2020-10-23,Dryland,Garissa,5.53,101,29.45,6.28,6.0,3.0,4.0,13.0,High,2020,10,4,661,Rainy
8510,2020-10-27,Dryland,Garissa,2.41,107,27.95,6.8,10.0,4.0,1.0,15.0,High,2020,10,4,665,Rainy
8511,2020-10-30,Dryland,Garissa,4.46,61,29.33,7.48,5.0,3.0,2.0,10.0,High,2020,10,4,668,Rainy
8512,2020-03-11,Dryland,Garissa,5.71,80,26.61,7.18,4.0,3.0,1.0,8.0,Medium,2020,3,1,435,Dry
8513,2020-06-11,Dryland,Garissa,3.4,103,25.45,7.22,5.0,0.0,3.0,8.0,Medium,2020,6,2,527,Rainy
8514,2020-10-11,Dryland,Garissa,5.74,135,20.97,6.99,9.0,4.0,7.0,20.0,High,2020,10,4,649,Rainy
8515,2020-11-13,Dryland,Garissa,6.41,147,22.09,6.91,10.0,5.0,11.0,26.0,High,2020,11,4,682,Dry
8516,2020-11-17,Dryland,Garissa,4.07,124,35.07,6.71,7.0,3.0,3.0,13.0,High,2020,11,4,686,Dry
8517,2020-11-20,Dryland,Garissa,4.72,128,17.18,6.51,14.0,2.0,4.0,20.0,High,2020,11,4,689,Dry
8518,2020-11-24,Dryland,Garissa,8.77,119,29.88,6.85,9.0,5.0,4.0,18.0,High,2020,11,4,693,Dry
8519,2020-11-27,Dryland,Garissa,3.8,152,30.37,6.77,8.0,7.0,9.0,24.0,High,2020,11,4,696,Dry
8520,2020-01-12,Dryland,Garissa,6.47,128,24.89,6.28,4.0,9.0,4.0,17.0,High,2020,1,1,376,Dry
8521,2020-04-12,Dryland,Garissa,6.7,107,22.67,6.76,5.0,1.0,4.0,10.0,High,2020,4,2,467,Rainy
8522,2020-08-12,Dryland,Garissa,6.79,116,16.61,6.9,7.0,2.0,4.0,13.0,High,2020,8,3,589,Rainy
8523,2020-11-12,Dryland,Garissa,4.09,102,22.24,6.39,7.0,6.0,8.0,21.0,High,2020,11,4,681,Dry
8524,2020-12-15,Dryland,Garissa,6.36,132,12.06,6.79,10.0,3.0,13.0,26.0,High,2020,12,4,714,Dry
8525,2020-12-18,Dryland,Garissa,4.57,117,27.93,7.11,12.0,2.0,8.0,22.0,High,2020,12,4,717,Dry
8526,2020-12-22,Dryland,Garissa,4.17,112,29.32,6.45,9.0,2.0,0.0,11.0,High,2020,12,4,721,Dry
8527,2020-12-25,Dryland,Garissa,4.51,115,28.65,6.94,8.0,5.0,6.0,19.0,High,2020,12,4,724,Dry
8528,2020-12-29,Dryland,Garissa,2.31,100,14.16,7.34,2.0,1.0,4.0,7.0,Medium,2020,12,4,728,Dry
8529,2021-01-01,Dryland,Garissa,5.66,143,19.56,6.94,7.0,9.0,4.0,20.0,High,2021,1,1,731,Dry
8530,2021-05-01,Dryland,Garissa,4.87,112,17.65,6.37,5.0,4.0,2.0,11.0,High,2021,5,2,851,Rainy
8531,2021-08-01,Dryland,Garissa,4.33,112,20.96,7.03,5.0,3.0,5.0,13.0,High,2021,8,3,943,Rainy
8532,2021-12-01,Dryland,Garissa,3.63,113,21.17,6.6,4.0,4.0,6.0,14.0,High,2021,12,4,1065,Dry
8533,2021-01-15,Dryland,Garissa,5.32,91,20.16,7.26,5.0,2.0,0.0,7.0,Medium,2021,1,1,745,Dry
8534,2021-01-19,Dryland,Garissa,6.59,76,20.83,7.22,3.0,0.0,3.0,6.0,Medium,2021,1,1,749,Dry
8535,2021-01-22,Dryland,Garissa,8.13,95,26.58,6.96,9.0,7.0,9.0,25.0,High,2021,1,1,752,Dry
8536,2021-01-26,Dryland,Garissa,5.36,127,25.64,6.76,9.0,2.0,5.0,16.0,High,2021,1,1,756,Dry
8537,2021-01-29,Dryland,Garissa,3.54,69,22.64,6.39,5.0,3.0,4.0,12.0,High,2021,1,1,759,Dry
8538,2021-02-02,Dryland,Garissa,5.4,95,20.67,6.67,4.0,6.0,6.0,16.0,High,2021,2,1,763,Dry
8539,2021-05-02,Dryland,Garissa,6.64,131,28.24,7.06,8.0,8.0,11.0,27.0,High,2021,5,2,852,Rainy
8540,2021-09-02,Dryland,Garissa,4.7,100,13.98,6.93,3.0,3.0,4.0,10.0,High,2021,9,3,975,Rainy
8541,2021-12-02,Dryland,Garissa,4.29,87,24.24,6.58,9.0,4.0,2.0,15.0,High,2021,12,4,1066,Dry
8542,2021-02-16,Dryland,Garissa,5.69,153,24.66,6.71,11.0,3.0,10.0,24.0,High,2021,2,1,777,Dry
8543,2021-02-19,Dryland,Garissa,4.45,152,26.87,6.65,10.0,5.0,11.0,26.0,High,2021,2,1,780,Dry
8544,2021-02-23,Dryland,Garissa,4.71,126,24.92,6.89,6.0,4.0,6.0,16.0,High,2021,2,1,784,Dry
8545,2021-02-26,Dryland,Garissa,6.17,152,22.64,6.95,10.0,6.0,6.0,22.0,High,2021,2,1,787,Dry
8546,2021-02-03,Dryland,Garissa,5.1,119,20.57,6.78,7.0,3.0,3.0,13.0,High,2021,2,1,764,Dry
8547,2021-05-03,Dryland,Garissa,6.4,113,22.4,7.44,8.0,2.0,2.0,12.0,High,2021,5,2,853,Rainy
8548,2021-09-03,Dryland,Garissa,1.83,128,18.19,6.45,7.0,3.0,8.0,18.0,High,2021,9,3,976,Rainy
8549,2021-12-03,Dryland,Garissa,3.65,135,34.57,7.29,7.0,5.0,8.0,20.0,High,2021,12,4,1067,Dry
8550,2021-03-16,Dryland,Garissa,4.7,108,23.74,6.63,2.0,2.0,3.0,7.0,Medium,2021,3,1,805,Dry
8551,2021-03-19,Dryland,Garissa,5.34,133,20.75,6.97,5.0,9.0,5.0,19.0,High,2021,3,1,808,Dry
8552,2021-03-23,Dryland,Garissa,4.1,138,31.23,6.47,6.0,2.0,5.0,13.0,High,2021,3,1,812,Dry
8553,2021-03-26,Dryland,Garissa,5.78,110,30.88,6.61,7.0,3.0,6.0,16.0,High,2021,3,1,815,Dry
8554,2021-03-30,Dryland,Garissa,5.54,124,15.19,6.59,11.0,4.0,8.0,23.0,High,2021,3,1,819,Dry
8555,2021-02-04,Dryland,Garissa,5.06,123,25.81,6.63,6.0,6.0,2.0,14.0,High,2021,2,1,765,Dry
8556,2021-06-04,Dryland,Garissa,6.82,111,23.65,7.4,7.0,6.0,4.0,17.0,High,2021,6,2,885,Rainy
8557,2021-09-04,Dryland,Garissa,9.2,131,22.13,7.4,12.0,10.0,5.0,27.0,High,2021,9,3,977,Rainy
8558,2021-04-13,Dryland,Garissa,5.67,98,19.99,6.62,12.0,3.0,5.0,20.0,High,2021,4,2,833,Rainy
8559,2021-04-16,Dryland,Garissa,7.36,111,19.89,6.34,13.0,4.0,8.0,25.0,High,2021,4,2,836,Rainy
8560,2021-04-20,Dryland,Garissa,6.67,85,31.32,6.8,4.0,6.0,4.0,14.0,High,2021,4,2,840,Rainy
8561,2021-04-23,Dryland,Garissa,6.37,144,20.87,6.78,9.0,4.0,2.0,15.0,High,2021,4,2,843,Rainy
